date_utc,l1_base_fee_burn_eth,l1_blob_fee_burn_eth,l1_priority_fee_eth,l1_total_rent_eth,l1_blob_gas_used,l1_calldata_gas_used,l1_blob_base_fee_gwei
2022-02-28,46.804582880817851926,0,2.254531471563771024,49.05911435238162295,,748539199,
2022-03-01,38.689149859144566502,0,1.677367875863812557,40.366517735008379059,,667387128,
2022-03-02,60.557217321033393998,0,2.19869276505969351,62.755910086093087508,,1025324358,
2022-03-03,31.345628859073198158,0,1.421921276635230071,32.767550135708428229,,653586750,
2022-03-04,25.923252828621466786,0,0.874427973235378806,26.797680801856845592,,540396382,
2022-03-05,13.180629375857205984,0,0.54906273272176125,13.729692108578967234,,371022956,
2022-03-06,18.285911752531675776,0,0.770460558077674013,19.056372310609349789,,420470144,
2022-03-07,25.978037800234823931,0,0.883095930823256979,26.86113373105808091,,631325235,
2022-03-08,26.2972833516351827,0,0.908851119113405984,27.206134470748588684,,667925961,
2022-03-09,25.443308373561677576,0,0.903567630905230143,26.346876004466907719,,671916307,
2022-03-10,18.890478074215635759,0,0.870830642632185087,19.761308716847820846,,585419600,
2022-03-11,17.75349842698378938,0,0.832743311408950007,18.586241738392739387,,588021860,
2022-03-12,11.081206064401196532,0,0.693629502204756856,11.774835566605953388,,499341241,
2022-03-13,11.865284023246054734,0,0.687057341185071708,12.552341364431126442,,425901959,
2022-03-14,15.94812878768339742,0,0.76519005202385642,16.71331883970725384,,519631992,
2022-03-15,20.982725705547934763,0,0.841884067312180694,21.824609772860115457,,543026560,
2022-03-16,28.52275133890890915,0,0.979340164169590347,29.502091503078499497,,674429975,
2022-03-17,33.539649071099767382,0,1.126897744667934547,34.666546815767701929,,581190883,
2022-03-18,28.944146183144932469,0,1.014602807841865729,29.958748990986798198,,516745745,
2022-03-19,13.366640801615413224,0,0.459969698313895255,13.826610499929308479,,441265626,
2022-03-20,12.083599813903105303,0,0.507522936288302077,12.59112275019140738,,484590341,
2022-03-21,23.097375766624412532,0,1.059859301021136946,24.157235067645549478,,651916768,
2022-03-22,25.943234073257999729,0,0.901504871174605174,26.844738944432604903,,656491073,
2022-03-23,34.32035542006619104,0,1.12352126389654748,35.44387668396273852,,940399839,
2022-03-24,42.584489048530871391,0,1.15375966307560259,43.738248711606473981,,859123078,
2022-03-25,33.025885248569285411,0,1.332334432814607236,34.358219681383892647,,694533336,
2022-03-26,14.614728175236443951,0,0.671623154664319946,15.286351329900763897,,458572581,
2022-03-27,22.209554280233960532,0,2.563333164272355259,24.772887444506315791,,519687650,
2022-03-28,43.040926070871330634,0,2.298714046138687225,45.339640117010017859,,678805002,
2022-03-29,31.573133946722294726,0,0.961623757076854673,32.534757703799149399,,683986911,
2022-03-30,39.601516986145991631,0,1.110492154547172996,40.712009140693164627,,738981489,
2022-03-31,36.828455993733779825,0,0.881761187861825785,37.71021718159560561,,661156708,
2022-04-01,45.953651495481134073,0,1.199408603190342153,47.153060098671476226,,676179787,
2022-04-02,48.691257334046102428,0,1.237037875681709891,49.928295209727812319,,917176374,
2022-04-03,27.520901628700941393,0,1.132031266693321137,28.65293289539426253,,547122897,
2022-04-04,35.482281155543024799,0,0.921939748749874481,36.40422090429289928,,532281996,
2022-04-05,33.800039763867288445,0,0.659306729083173412,34.459346492950461857,,455166680,
2022-04-06,40.53746400885590871,0,1.212581260983598258,41.750045269839506968,,664829790,
2022-04-07,35.905637946509694444,0,0.751133684540524769,36.656771631050219213,,564860567,
2022-04-08,31.354255387007239368,0,0.941328693865519734,32.295584080872759102,,555991976,
2022-04-09,15.216671398396066583,0,0.490584351531624911,15.707255749927691494,,424156343,
2022-04-10,14.835167163117924416,0,0.625532223070126844,15.46069938618805126,,418188430,
2022-04-11,30.895288748170991784,0,0.883260498090682714,31.778549246261674498,,644922774,
