date_utc,rollup_id,batch_submissions_eth,proof_submissions_eth,state_updates_eth,execution_base_fee_burn_eth,execution_priority_fee_eth,blob_fee_burn_eth,rent_paid_eth
2024-03-13,arbitrum,143.402614678161065252,0,0,143.276383024019156603,0.126231654141908649,0,143.402614678161065252
2024-03-13,base,77.068638393361272596,0,0.129082205017661562,75.403131742378934158,1.794588856,0,77.197720598378934158
2024-03-13,linea,60.777780704359007289,0,0.661144975321903583,61.341588436776926201,0.097337242903984671,0,61.438925679680910872
2024-03-13,mode,7.206300250382903312,0,0,7.086162136622903312,0.12013811376,0,7.206300250382903312
2024-03-13,optimism,78.965009726666503548,0,0.120910944766662636,77.821441003433166184,1.264479668,0,79.085920671433166184
2024-03-13,scroll,49.657307031095877732,0,18.668997043921323632,68.314840293411269581,0.011463781605931783,0,68.326304075017201364
2024-03-13,starknet,0,0,13.275868074036295551,13.254343156777960575,0.0215249171,0.000000000158334976,13.275868074036295551
2024-03-13,zksync_era,40.682512176216562621,23.933807088949573241,1.442804331590056092,60.979811094494790522,5.079312502227715928,0.000000000033685504,66.059123596756191954
2024-03-14,arbitrum,84.302876948069359723,0,0,84.205288243718831451,0.0975887042750308,0.000000000075497472,84.302876948069359723
2024-03-14,base,1.024509605659953,0,0.120907916735346522,1.10880128420249261,0.036616238,0.000000000192806912,1.145417522395299522
2024-03-14,linea,73.097097394556386514,0,0.752258007447703923,73.688390270071793736,0.160965131932296701,0,73.849355402004090437
2024-03-14,mode,0.085616869937298432,0,0,0.08365735392078336,0.001959516,0.000000000016515072,0.085616869937298432
2024-03-14,optimism,0.280405828465843896,0,0.10766980178824297,0.37578448606494997,0.012291144,0.000000000189136896,0.388075630254086866
2024-03-14,scroll,53.087795185946031482,0,18.524508381865024088,71.597548852855191532,0.014754714955864038,0,71.61230356781105557
2024-03-14,starknet,0,0,49.104795031946108753,49.016415576305544017,0.0883794548,0.000000000840564736,49.104795031946108753
2024-03-14,zksync_era,8.932170763147069628,20.559044893335468644,1.391680578466706091,28.299058330497979598,2.583837904334610685,0.00000000011665408,30.882896234949244363
2024-03-15,arbitrum,4.686528503024930765,0,0,4.639194114103290387,0.04733438872188665,0.000000000199753728,4.686528503024930765
2024-03-15,base,0.259389698975122496,0,0.090584633485553046,0.335794004248601046,0.014180328,0.000000000212074496,0.349974332460675542
2024-03-15,linea,80.554774478117436897,0,0.661765785970411785,81.078749524445106235,0.137790739642742447,0,81.216540264087848682
2024-03-15,mode,0.021275312174378704,0,0,0.020309312160354,0.000966,0.000000000014024704,0.021275312174378704
2024-03-15,optimism,0.167490407948381736,0,0.087992047926792577,0.245921515739121577,0.00956094,0.000000000136052736,0.255482455875174313
2024-03-15,scroll,51.010715494497494112,0,17.493355330711520071,68.486925641988640083,0.0171451832203741,0,68.504070825209014183
2024-03-15,starknet,0,0,11.530696537862766082,11.50480287772080717,0.0258936599,0.000000000241958912,11.530696537862766082
2024-03-15,zksync_era,7.14173304855766422,21.482847077920577889,1.399935369898834324,27.073489463415782785,2.951026032846998864,0.000000000114294784,30.024515496377076433
